Date,Price_Maize,Price_Millet,Price_Sorghum,Exchange_Rate,NDVI_Anomaly,NDMI_Anomaly,Rainfall_Anomaly,Price_Maize_Lag1,Price_Maize_Lag2,Price_Sorghum_Lag1,Price_Sorghum_Lag2,Price_Millet_Lag1,Price_Millet_Lag2,NDVI_Anomaly_Lag1,NDVI_Anomaly_Lag2,NDMI_Anomaly_Lag1,NDMI_Anomaly_Lag2,Rainfall_Anomaly_Lag1,Rainfall_Anomaly_Lag2,Exchange_Rate_Lag1,Exchange_Rate_Lag2
2022-03-01,23048.0,23924.0,23302.0,415.45492314083924,-1.244878100659761,1.1255659414481143,-0.22170407600869016,23927.5,24227.5,23027.5,22717.5,24335.0,23912.5,-0.7284714013717106,-1.1875691048192747,0.44421630294446446,-1.0795371017590503,-0.7537232089435466,-0.5864909114790174,415.6275976724854,413.564929693962
2022-04-01,23117.5,24952.5,22235.0,414.765657403567,0.060561067018391326,-0.7449585224586552,1.9889011535939896,23048.0,23927.5,23302.0,23027.5,23924.0,24335.0,-1.244878100659761,-0.7284714013717106,1.1255659414481143,0.44421630294446446,-0.22170407600869016,-0.7537232089435466,415.45492314083924,415.6275976724854
2022-05-01,22600.0,24475.0,23200.0,414.5936981757877,-0.18400826820632735,0.6439057498917053,-0.8664859491386767,23117.5,23048.0,22235.0,23302.0,24952.5,23924.0,0.060561067018391326,-1.244878100659761,-0.7449585224586552,1.1255659414481143,1.9889011535939896,-0.22170407600869016,414.765657403567,415.45492314083924
2022-06-01,22554.0,25754.0,23614.0,414.765657403567,-0.36710697426129735,-0.28865181859382505,-0.13598687594030656,22600.0,23117.5,23200.0,22235.0,24475.0,24952.5,-0.18400826820632735,0.060561067018391326,0.6439057498917053,-0.7449585224586552,-0.8664859491386767,1.9889011535939896,414.5936981757877,414.765657403567
2022-07-01,21642.5,27277.5,24225.0,415.11000415110004,0.11598922985082512,-0.4321245512318301,-1.09751359441263,22554.0,22600.0,23614.0,23200.0,25754.0,24475.0,-0.36710697426129735,-0.18400826820632735,-0.28865181859382505,0.6439057498917053,-0.13598687594030656,-0.8664859491386767,414.765657403567,414.5936981757877
2022-08-01,20676.0,24806.0,20756.0,419.11148365465215,-0.043388579690651435,-0.509523651718598,-0.06270604604249219,21642.5,22554.0,24225.0,23614.0,27277.5,25754.0,0.11598922985082512,-0.36710697426129735,-0.4321245512318301,-0.28865181859382505,-1.09751359441263,-0.13598687594030656,415.11000415110004,414.765657403567
2022-09-01,22917.5,21910.0,25417.5,427.89901583226356,0.24476542824044267,0.5251344285526541,0.9283169482280272,20676.0,21642.5,20756.0,24225.0,24806.0,27277.5,-0.043388579690651435,0.11598922985082512,-0.509523651718598,-0.4321245512318301,-0.06270604604249219,-1.09751359441263,419.11148365465215,415.11000415110004
2022-10-01,22835.0,22935.0,24417.5,434.7826086956522,0.7126114946334609,1.0072140300724604,-0.39086174709153526,22917.5,20676.0,25417.5,20756.0,21910.0,24806.0,0.24476542824044267,-0.043388579690651435,0.5251344285526541,-0.509523651718598,0.9283169482280272,-0.06270604604249219,427.89901583226356,419.11148365465215
2022-11-01,22714.0,25532.0,23514.0,441.1116012351125,-0.20682593229887472,0.0064731499455427536,-0.5807147148244419,22835.0,22917.5,24417.5,25417.5,22935.0,21910.0,0.7126114946334609,0.24476542824044267,1.0072140300724604,0.5251344285526541,-0.39086174709153526,0.9283169482280272,434.7826086956522,427.89901583226356
2022-12-01,21917.5,24917.5,20452.5,445.2359750667854,-0.024333666355219205,0.7258753014377738,0.30347104423759474,22714.0,22835.0,23514.0,24417.5,25532.0,22935.0,-0.20682593229887472,0.7126114946334609,0.0064731499455427536,1.0072140300724604,-0.5807147148244419,-0.39086174709153526,441.1116012351125,434.7826086956522
2023-01-01,22300.0,25417.5,21710.0,453.30915684496824,-0.5125328298198029,0.29588093787907294,0.11519865519740065,21917.5,22714.0,20452.5,23514.0,24917.5,25532.0,-0.024333666355219205,-0.20682593229887472,0.7258753014377738,0.0064731499455427536,0.30347104423759474,-0.5807147148244419,445.2359750667854,441.1116012351125
2023-02-01,22717.5,25117.5,20935.0,459.34772622875516,0.17967043625577814,0.7447287255370951,-0.11004641375797673,22300.0,21917.5,21710.0,20452.5,25417.5,24917.5,-0.5125328298198029,-0.024333666355219205,0.29588093787907294,0.7258753014377738,0.11519865519740065,0.30347104423759474,453.30915684496824,445.2359750667854
2023-03-01,22074.0,27128.0,23114.0,459.55882352941177,-0.010447066950914918,-0.08937145627740781,1.7117157524552142,22717.5,22300.0,20935.0,21710.0,25117.5,25417.5,0.17967043625577814,-0.5125328298198029,0.7447287255370951,0.29588093787907294,-0.11004641375797673,0.11519865519740065,459.34772622875516,453.30915684496824
2023-04-01,24950.0,26992.5,22400.0,460.1932811780948,-0.4082986425902691,0.4459618093238603,0.3621322635746854,22074.0,22717.5,23114.0,20935.0,27128.0,25117.5,-0.010447066950914918,0.17967043625577814,-0.08937145627740781,0.7447287255370951,1.7117157524552142,-0.11004641375797673,459.55882352941177,459.34772622875516
2023-05-01,27028.0,28528.0,23942.0,459.9816007359705,0.08908760494629621,0.1445941937156214,-0.40779846343257237,24950.0,22074.0,22400.0,23114.0,26992.5,27128.0,-0.4082986425902691,-0.010447066950914918,0.4459618093238603,-0.08937145627740781,0.3621322635746854,1.7117157524552142,460.1932811780948,459.55882352941177
2023-06-01,29421.875,30966.875,25906.25,565.3198862576388,0.502013463458777,0.1801364003177915,1.4491060370949524,27028.0,24950.0,23942.0,22400.0,28528.0,26992.5,0.08908760494629621,-0.4082986425902691,0.1445941937156214,0.4459618093238603,-0.40779846343257237,0.3621322635746854,459.9816007359705,460.1932811780948
